Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Term Source REF	Term Accession Number	Characteristics[morphology]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[plate identifier]	Term Source REF	Term Accession Number	Parameter Value[well coordinate]	Term Source REF	Term Accession Number	Parameter Value[actual dose]	Unit	Term Source REF	Term Accession Number	Sample Name	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[discretized dose]	Term Source REF	Term Accession Number	Factor Value[dose]	Unit	Term Source REF	Term Accession Number	Factor Value[timepoint]	Unit	Term Source REF	Term Accession Number
<184B5>-<GF4>-plate4-A02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A02	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A03	VEGF-165 - Vascular endothelial growth factor A			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A04	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A05	VEGF-165 - Vascular endothelial growth factor A			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A06	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A07	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A08	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A09	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A10	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A11	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-A12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			A12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-A12	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B01	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B02	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B03	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B04	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B05	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B06	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B07	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B08	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B09	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B10	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B11	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-B12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			B12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-B12	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C01	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C02	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C03	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C04	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C05	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C06	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C07	IGF1 - Insulin-like Growth Factor 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C08	IGF1 - Insulin-like Growth Factor 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C09	IGF1 - Insulin-like Growth Factor 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C10	IGF1 - Insulin-like Growth Factor 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C11	IGF1 - Insulin-like Growth Factor 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-C12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			C12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-C12	IGF1 - Insulin-like Growth Factor 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D01	BTC - Betacellulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D02	BTC - Betacellulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D03	BTC - Betacellulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D04	BTC - Betacellulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D05	BTC - Betacellulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D06	BTC - Betacellulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D07	IGF2 - Insulin-like Growth Factor 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D08	IGF2 - Insulin-like Growth Factor 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D09	IGF2 - Insulin-like Growth Factor 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D10	IGF2 - Insulin-like Growth Factor 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D11	IGF2 - Insulin-like Growth Factor 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-D12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			D12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-D12	IGF2 - Insulin-like Growth Factor 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E01	HRGbeta1 - Heregulin beta1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E02	HRGbeta1 - Heregulin beta2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E03	HRGbeta1 - Heregulin beta3			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E04	HRGbeta1 - Heregulin beta4			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E05	HRGbeta1 - Heregulin beta5			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E06	HRGbeta1 - Heregulin beta6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E07	SCF - Stem Cell Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E08	SCF - Stem Cell Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E09	SCF - Stem Cell Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E10	SCF - Stem Cell Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E11	SCF - Stem Cell Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-E12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			E12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-E12	SCF - Stem Cell Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F01	vehicle control			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F02	vehicle control			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F03	vehicle control			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F04	vehicle control			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F05	vehicle control			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F06	vehicle control			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F07	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
