"Sample Name"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Labeled Sample Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Assay Name"	"Protocol REF"	"Parameter Value[cellular component]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[emission wavelength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[microscopy instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[optical path]"	"Parameter Value[detector voltage]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Image File"	"Raw Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Data File"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"<SKBR3>-<GF4>-plate4-C03"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C03"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C03"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C03-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3777"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C03"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C03"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C03"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C03-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3779"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C03"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C03"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C03"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C03-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3780"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3782"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3783"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3785"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3786"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3788"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3789"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3791"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C04"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C04"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C04"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C04-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3792"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3794"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3795"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3797"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3798"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3800"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3801"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3803"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C05"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C05"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C05-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3804"	""	"EPR - Epiregulin"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3806"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3807"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3809"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3810"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3812"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3813"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3815"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C06"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C06"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C06-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3816"	""	"EPR - Epiregulin"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3818"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3819"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3821"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3822"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3824"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3825"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3827"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C07"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C07"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C07-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3828"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C08"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C08"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C08-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3830"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C08"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C08"	"data collection"	"phosphorylated P38"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C08-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3831"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF4>-plate4-C08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF4>-plate4-C08"	"r-a-pJNK;m-a-pP38 -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF4>-plate4-C08"	"data collection"	"phosphorylated JNK"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF4>-plate4-C08-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA3833"	""	"IGF1 - Insulin-like Growth Factor 1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
